ID,Num CT Tweets,Searched
1279658870,1256,0
1063880560190341121,661,0
1159073503267758080,211,0
271366210,288,0
1665847111,151,0
79059699,956,0
1001471784460476416,949,0
1044775881611382784,608,0
4440362292,1234,0
955258703795630081,308,0
2601765193,1497,0
932703588849106944,618,0
1039792010339602433,1599,0
984825107431407616,166,0
979053160785301505,385,0
408485353,305,0
1015812784951459840,200,0
17562745,208,0
1088664900270837761,99,0
3315467691,319,0
1034833828714557440,120,0
317282830,376,0
1563459524,103,0
1199442007854395399,25,0
1200248849656213509,335,0
725097955364077568,311,0
1187414744489021440,28,0
1076160835087667200,405,0
2609912917,230,0
2508648210,42,0
1142634869320802305,49,0
1100601163546853376,39,0
1214028087957966848,62,0
900271822465380352,346,0
217461509,196,0
983361154431922176,303,0
1047964774921883649,61,0
1021585376174059520,57,0
2314375189,1078,0
1061294622192910337,104,0
1046054855406641152,98,0
600861263,31,0
298681398,348,0
25202918,227,0
1078675268779294727,284,0
2236632566,53,0
1165471793877897216,70,0
280442020,44,0
288756255,8,0
80448635,50,0
1022526546672840706,15,0
39294154,1387,0
1940792856,8,0
939851231023026178,57,0
705441113755115520,128,0
63789877,40,0
1183852973421662208,1092,0
19874435,22,0
118720412,61,0
1166035762795765760,154,0
215902222,86,0
997659459823587328,10,0
1183314973,11,0
948248791,213,0
994323181375754240,27,0
22417664,128,0
16478130,125,0
1273919016,458,0
86216542,69,0
2813825742,110,0
3147613172,243,0
861533532,144,0
879494100256407552,99,0
776556980374765568,21,0
1078790600277688320,85,0
64785998,9,0
1215246799520325632,5,0
1056949865526292481,52,0
2817870914,225,0
1159294056263897088,17,0
1159935355832979456,47,0
429182579,179,0
1213597691403309056,119,0
314935651,386,0
36759893,43,0
972085441166917632,356,0
1151493622107217921,65,0
1613539327,6,0
25319923,83,0
915201255219359745,14,0
323083587,17,0
1012821817201909760,22,0
225078540,208,0
304128786,7,0
884922595027582976,244,0
817950287486861317,364,0
815391518,341,0
1641649411,71,0
952315279094222849,25,0
3667583058,6,0
294586562,21,0
1104624288739528704,102,0
897780233738358785,4,0
619614406,183,0
540194877,135,0
194277586,10,0
701247708942749696,132,0
1039936018366058499,136,0
2486508908,7,0
1083484590327689219,32,0
365180509,17,0
3286921321,29,0
1194351107427983360,95,0
877745960771883012,21,0
118573963,67,0
962069820,8,0
2701014260,19,0
1210050547212017664,220,0
1199772084102033410,154,0
936914426665431040,115,0
481760360,178,0
1194430461243736065,7,0
811768906301968384,271,0
41912351,15,0
1013067283894325248,3,0
23827857,137,0
966252078309019649,16,0
826816153053978627,6,0
36604933,12,0
1127733224967417856,80,0
1165811490160594944,3,0
54752378,11,0
1199367397481824256,25,0
394308932,36,0
4911505534,14,0
1135459693,38,0
1044663875000504320,19,0
18774342,68,0
1207755089584123904,58,0
952988827,75,0
979484827345809413,50,0
3964678154,168,0
49912314,4,0
48769276,9,0
4893830605,99,0
2612696023,27,0
853934625542074368,7,0
952248520739733504,94,0
869096846861492228,88,0
13152252,5,0
893972358691770369,122,0
1017943225183563776,31,0
1024031121783152640,35,0
1175803833588637697,43,0
940923684637650944,66,0
859087548,8,0
805286341558734848,152,0
49516074,3,0
121182672,5,0
1181064862828384256,379,0
619340639,61,0
47849447,113,0
833387485724033026,3,0
1179191203826458624,75,0
17866843,97,0
39323937,52,0
496556004,20,0
33658276,29,0
891134757467287552,40,0
869474996,11,0
875460315458097153,159,0
1064952721122439169,7,0
15252952,4,0
274294204,175,0
125540037,37,0
759276042,20,0
34983785,7,0
1182851552425529344,85,0
1105941209883836417,58,0
1044231098006425601,314,0
367693,4,0
1153046372913782784,2,0
1146942734978170881,32,0
3018828006,48,0
337571115,231,0
211038547,164,0
1010310807966703616,64,0
982630259072864257,10,0
313774045,38,0
964614397426618369,61,0
1136897341733179392,109,0
879134609056727040,21,0
3014247361,2,0
1567195711,2,0
1232462940,7,0
977682030740819975,4,0
4417202416,17,0
87677628,2,0
458164872,2,0
1143678508998070272,12,0
352446279,50,0
176798935,21,0
1020917967146692608,2,0
23195603,20,0
1156571014928748544,22,0
1035959764495335424,4,0
1136622504452251649,7,0
1113558652957405186,11,0
781914484734464000,36,0
453060088,81,0
1095056248771362818,130,0
748477502,100,0
188747341,2,0
256994248,2,0
451960103,6,0
1092170803880222722,53,0
1017179630200131585,36,0
1168969378265784320,32,0
2756480851,2,0
22448440,28,0
31150531,14,0
1114282120980000768,3,0
1136083268,3,0
1208818712741965824,2,0
3327671199,91,0
1146418615698149377,2,0
1117192317180342272,24,0
915622343510077440,20,0
1129965128055754752,8,0
1176210929106804741,5,0
393695363,26,0
1198145712757837826,10,0
1077970982,92,0
240205293,44,0
890564779638755330,4,0
30003392,62,0
210646348,7,0
3306443066,3,0
56555383,18,0
1083394621768638465,11,0
1097208516799021056,117,0
990064541709959170,4,0
1178061347856289792,42,0
422344296,2,0
16090559,5,0
16068522,15,0
1075028880719839232,67,0
576584101,148,0
1179152384188125185,10,0
1102614942593810432,11,0
1086359228040699904,17,0
74548068,9,0
95711010,6,0
774108171530936320,3,0
1191000328923222018,33,0
1039703234800246789,66,0
3139859418,2,0
67445710,333,0
564101604,11,0
16632562,37,0
760437703800414208,70,0
84405358,2,0
704031546395590656,29,0
1129553531181051904,95,0
1090580137,2,0
787243415708823552,3,0
1130893815156486153,9,0
24677514,101,0
1175673445545172992,2,0
1100765224733499392,9,0
1185166095499452416,37,0
247596099,45,0
65795287,19,0
1213443504992440321,7,0
1312650014,3,0
2365951477,18,0
1016402448276185088,20,0
370135213,38,0
53354659,9,0
1034482722679476224,242,0
144737971,271,0
281306728,166,0
25237992,5,0
827207695619018752,122,0
822159207021637632,59,0
2753154182,8,0
491492902,68,0
388385054,32,0
202829724,30,0
926833411,19,0
3401412879,13,0
832258721648615424,19,0
14902100,4,0
930516518588338176,160,0
1137797476101054464,8,0
839988305374674946,38,0
1416249074,7,0
2306782915,178,0
910440170712903680,147,0
3013350735,17,0
150045005,5,0
784421263779430400,13,0
4834717955,7,0
2940284602,10,0
27826609,34,0
912378929318694913,120,0
92117105,37,0
130122445,25,0
16567834,56,0
490046102,12,0
14871120,6,0
1025861927023661058,11,0
364195650,55,0
1099548667822915584,8,0
894279024373051392,24,0
1215128143729700864,22,0
16822936,8,0
1195828078632718336,2,0
747284821454389248,160,0
1758113004,3,0
1382167207,8,0
1213631906727649281,4,0
26034902,3,0
1181980275867295744,6,0
541300341,3,0
882641312,4,0
