ID,Num CT Tweets,Searched
1041624996265701378,2095,0
1171074894026743811,569,0
2413582404,1183,0
50422413,2598,0
2251633075,2284,0
1211270970272468992,442,0
961623365499936769,591,0
164685610,589,0
1001110560728068096,1113,0
300245657,656,0
568614476,339,0
1115289192479768577,426,0
2577620557,475,0
17298782,228,0
28693346,328,0
884833700491427844,680,0
987024069265707008,230,0
895074215279304704,909,0
1213225024263376897,16,0
1145657252822446080,19,0
813136916916957185,384,0
884452484357509120,314,0
4419346288,167,0
337252353,24,0
831548076,370,0
827352941875040258,577,0
984777684579487744,236,0
919153760433246208,143,0
1190093768579567616,212,0
1122574738294038529,88,0
1137553253267267584,247,0
1046540901860794368,46,0
550643117,476,0
571061878,166,0
99298540,97,0
987413828,585,0
1214506354574069761,13,0
1037471108059078656,344,0
1153068844505849856,26,0
2594478613,39,0
2401704493,109,0
626395120,180,0
1038597572087017472,34,0
22673196,127,0
192515848,398,0
1195853879088492544,584,0
1186233344549367809,64,0
2814756798,22,0
759855850496389120,429,0
1211080316070195201,112,0
75236607,13,0
49109153,351,0
863480651881734144,836,0
398976313,119,0
949407894394556417,32,0
734382377292697600,266,0
967940514338230272,233,0
2988998907,114,0
178814146,49,0
2419864537,57,0
935514252147818496,124,0
1179469835715125248,315,0
1071525179568861185,74,0
998576048227999745,22,0
796566910859153408,89,0
80671800,264,0
757270831600840704,60,0
1026195029541482496,11,0
4751374712,87,0
1038778966809571329,424,0
560021119,123,0
823075808512212992,12,0
953469482663518208,14,0
343807971,23,0
95866345,198,0
1202682230490796032,94,0
1360092408,32,0
1018551256309067776,59,0
1001152153606537216,53,0
1073290669165342721,69,0
1066417507911647232,13,0
965702231826812928,29,0
514038892,46,0
1653490855,94,0
1149827733196816396,247,0
958949226112626688,46,0
812325492,169,0
813345856275574784,86,0
1174574975891542019,49,0
975841519469985798,41,0
2447038212,387,0
18956073,62,0
99046424,19,0
1065954404468166656,10,0
296612576,49,0
14403525,18,0
1107181727233921024,116,0
1208031962847313921,24,0
41264897,131,0
1086872311863496705,5,0
806214506263232514,35,0
453079293,152,0
1207087570326315008,14,0
764095398143078400,57,0
23529546,333,0
36097869,47,0
195913175,51,0
14173315,74,0
1120427319351545856,59,0
321870594,14,0
16350292,34,0
1868522047,167,0
29742782,16,0
1015598169273634816,87,0
15646687,7,0
919234185973219328,37,0
1152669866001874944,184,0
1114543278,85,0
2731105046,38,0
1163134589293989893,43,0
1126998861384437771,63,0
1036103780326993920,55,0
1072986720478609408,10,0
4924194374,69,0
1178570203849838593,8,0
911187894,74,0
383300469,6,0
1030499448248520705,27,0
3034774574,113,0
1201341515345416192,48,0
1590874734,61,0
2359684039,182,0
2984847277,22,0
957169405,77,0
1546688360,21,0
100986964,110,0
865915224083374080,15,0
81891332,37,0
1030149531021791234,26,0
1116446009939202048,59,0
22326749,159,0
984232716651511808,26,0
112810120,24,0
521699347,32,0
1176096909334892544,4,0
103199962,10,0
1174692810622214147,3,0
466975363,4,0
996816209491480576,23,0
555414571,52,0
1110724128489816065,23,0
2743636921,78,0
2435943246,3,0
19209830,3,0
346995988,48,0
205131504,27,0
2737579165,151,0
1018856810285973504,32,0
29489549,76,0
2154566337,16,0
508226822,15,0
1192317375057682432,49,0
259871223,4,0
776117538669207552,14,0
1068696287384616963,11,0
877476061319221248,181,0
1019660231805153280,5,0
1000729755803516929,81,0
2460077095,90,0
1154649238434918405,32,0
245031338,47,0
1177306109109067777,13,0
2601989537,79,0
818688224478564353,156,0
1048703715820146693,60,0
1097949749947162624,66,0
240447091,18,0
1076253572994543617,139,0
1197170540915634179,22,0
973940563,25,0
934601133070471168,21,0
1046828030407200768,93,0
1487256272,18,0
924680334691782656,191,0
840648747310764032,149,0
183272752,22,0
273015323,75,0
1191387846839541768,21,0
22716721,5,0
201721986,44,0
119109747,12,0
951078925056307200,35,0
77278910,4,0
1043472273611591680,18,0
1192957101850542080,78,0
23442861,67,0
1133733976777080838,333,0
137157126,17,0
188665202,45,0
857325858624741376,2,0
2936852873,6,0
1956847201,15,0
3087774042,15,0
40578249,3,0
1202722182306127872,11,0
1184274633559805953,3,0
2382891440,6,0
925964880217219072,6,0
955940484827893760,8,0
27444292,4,0
866604231847018496,121,0
65922786,13,0
358276025,6,0
1012235482590208000,21,0
1046850787756965888,5,0
317574233,7,0
74421223,4,0
47200520,35,0
385048489,5,0
2468354534,28,0
931910193126010880,7,0
40554821,23,0
2639835535,8,0
1135859693279174656,44,0
64189266,114,0
239763529,75,0
1075558130807988224,47,0
1097795376822677504,54,0
789209223142014976,22,0
915756919,4,0
2889056940,2,0
723158857699074048,8,0
940912493118988290,32,0
719427413784965120,3,0
953757131882168320,14,0
1681040480,2,0
894001258939523072,21,0
43288223,2,0
188344733,7,0
1130313003608477698,5,0
2536253763,38,0
309030217,15,0
29984004,2,0
154587150,126,0
1062530511661342721,16,0
2426108959,65,0
802659311029813248,162,0
276926578,76,0
1212619267536867329,12,0
2175707887,2,0
4883084058,4,0
79745758,181,0
1960247690,2,0
1148427136488755200,3,0
138083221,21,0
1156520074729205760,11,0
159593420,66,0
1937255377,57,0
850727248332193794,32,0
312960867,18,0
16812059,23,0
76475158,93,0
1116676327946452997,12,0
23659863,148,0
2577892627,11,0
860684196746055682,222,0
2416140829,11,0
1110898103249526784,12,0
899550630997635072,8,0
783456101702316032,42,0
996202982139019266,5,0
874499163710468096,73,0
2151594840,97,0
1097469425568104448,6,0
332201263,2,0
222107339,3,0
21734052,4,0
1483466970,122,0
50001812,29,0
5781452,4,0
413445386,22,0
1087404869395263489,21,0
1105027316411961344,11,0
155380477,9,0
1095618856004079621,34,0
18060413,20,0
849064854803685376,38,0
2522765923,104,0
1942745894,12,0
1014713899239821312,19,0
49181414,12,0
224678647,34,0
1030514825611423750,27,0
227497567,18,0
128712232,150,0
42687766,18,0
924678620273975296,241,0
792382844731437056,9,0
4408170207,26,0
