ID,Num CT Tweets,Searched
948955244,9162,0
4215316033,966,0
1095787080901373970,1621,0
1000866754208419841,1302,0
35301840,106,0
1589012923,1983,0
23024891,706,0
3122211,1283,0
3610261757,48,0
758594059,144,0
25864669,570,0
1011137166997458944,1432,0
4710708974,71,0
1194604029365456896,90,0
881768710477926400,617,0
389281501,1006,0
42910813,317,0
901317012860805120,497,0
360248640,38,0
3681099976,98,0
521501616,575,0
918575082875899904,267,0
938675726852730880,947,0
73813227,83,0
779803793277919232,663,0
1618999765,119,0
41063062,38,0
1187424511697805312,122,0
969943321241042946,144,0
33429467,298,0
1016762636464111616,119,0
1173151794278461441,359,0
20241513,44,0
1086189128411168769,124,0
908099057951891456,232,0
65992826,11,0
194855672,114,0
619056084,171,0
77513307,125,0
779359424796168192,304,0
159842464,9,0
212250931,76,0
2334290731,87,0
1048576477363499009,58,0
1149781111,105,0
28382529,46,0
3285094608,185,0
1056610167947702273,111,0
1071199851638087680,32,0
976063585410482176,1227,0
242763475,107,0
146304676,402,0
959904107497586688,37,0
891575510811234306,143,0
775535616738013185,198,0
4260199750,95,0
4746084922,330,0
1109918656757227522,6,0
2167396675,129,0
1323282768,203,0
207729474,98,0
1088183870380490752,325,0
1310728044,24,0
3052006427,54,0
3232185336,31,0
1185258813605240832,229,0
1169414022203994112,25,0
797179922087297024,42,0
233374516,328,0
4912462694,108,0
295890609,641,0
84109239,140,0
1080242949085167616,5,0
532946595,7,0
1149674355087020032,222,0
72279478,24,0
1210650047626526726,20,0
98149107,88,0
1033095331607732226,256,0
2973324755,226,0
34306543,223,0
2301582998,205,0
17718772,95,0
518155883,23,0
47534393,466,0
873050874561482754,242,0
125834599,129,0
1125482587063975937,3017,0
2452949028,29,0
214201826,7,0
58897479,4,0
1156688407,4,0
139721373,50,0
20354503,25,0
39598134,158,0
154003551,157,0
780319580094763008,4,0
841039189,55,0
1187018981116403712,10,0
1200065455622443011,10,0
1340636575,204,0
127871418,85,0
8399072,221,0
36780155,324,0
823304141510443008,154,0
822110736398872577,103,0
1176598998871941126,4,0
424552610,418,0
857659015085555712,57,0
111383010,113,0
4767059906,171,0
1054040820179918848,316,0
2916486467,67,0
26683402,193,0
118768583,38,0
22416043,184,0
1607098015,210,0
1072117503827079168,153,0
1068921674718949380,140,0
1167557160349437952,26,0
827747210,167,0
3305455140,3,0
1178672493978099712,9,0
49203186,12,0
737956504335187969,29,0
1146408797646270466,43,0
885979467486830592,36,0
1206273170,42,0
1014798415991959552,162,0
1196204396264271872,9,0
399251929,19,0
961716640013537280,368,0
1499955164,253,0
49262454,78,0
34092386,3,0
938789090480320512,22,0
71436489,9,0
61853556,30,0
971214978119290881,14,0
966395079454699520,37,0
408420766,168,0
79729648,181,0
1089255883396317184,14,0
888055635828502530,100,0
1215319830859059200,15,0
944039578268258305,35,0
981089397742493697,337,0
4882538207,20,0
913077392331112450,5,0
1320658508,129,0
4048442295,80,0
973560604706385920,48,0
1865621094,29,0
1032018617221697537,5,0
358357643,138,0
253637278,101,0
2936645772,31,0
575847487,44,0
526634380,35,0
959070776715440129,13,0
739907462,11,0
1070132264124760065,41,0
1112784977433976834,44,0
189287622,8,0
996369303673884672,188,0
3226984811,12,0
470300193,3,0
1086287492259680257,50,0
3207497686,9,0
381285184,100,0
1240234368,139,0
1012384190,17,0
4220258832,64,0
2222323872,26,0
43356503,19,0
2316246829,57,0
2560062937,6,0
897717955718467584,35,0
458590405,15,0
187688769,3,0
30354530,58,0
1156543538005532673,82,0
2294950086,11,0
1159355909526585345,10,0
967804256203038720,3,0
776326541504417792,106,0
878839707127427073,5,0
18987108,32,0
1117163338297958400,7,0
18592533,22,0
2284299570,16,0
2972109496,2,0
973498155131179009,8,0
948428164803497984,46,0
422070874,3,0
3462419953,12,0
1560101976,81,0
809931568382935040,51,0
1039791934632611840,6,0
1178414864370458630,2,0
3255856068,25,0
948531909780525057,30,0
3229097860,14,0
557768645,201,0
27436892,4,0
988724828877348865,8,0
1019598673406300160,89,0
21705722,3,0
177162214,23,0
1024728310939561984,125,0
1183369182357970946,18,0
2589338451,33,0
1213575756955013121,51,0
1083940331287064576,134,0
44177130,2,0
1107688864624238592,31,0
760121169869541381,15,0
73748943,16,0
2879973748,19,0
220901898,2,0
984958327200387073,5,0
1072334864584765440,62,0
1155809879015251969,11,0
296446257,2,0
24757092,17,0
4845502013,3,0
1067906643738968064,19,0
389283764,20,0
1053369105372340224,5,0
207367895,96,0
1397215910,38,0
2791406556,16,0
754737276,45,0
181497898,8,0
1212559607219900416,11,0
926158148053893120,11,0
755593879987060738,36,0
1934618810,4,0
35573790,16,0
2895116990,5,0
805297953795493889,17,0
1201656937793892352,2,0
3756189621,5,0
993254837373554690,66,0
629091983,15,0
1174780397777035264,3,0
725818953629454336,14,0
1852422691,4,0
26239560,8,0
3395460933,11,0
309267035,11,0
1050911770813128705,95,0
21430980,32,0
39983401,374,0
1183763962296492033,2,0
890639034816638978,2,0
1897239480,140,0
1191577675934158848,3,0
3886093272,102,0
961667998401552384,113,0
761559887415476224,4,0
772713402,118,0
814897454831243264,69,0
941904534506541056,24,0
3127362827,3,0
248794070,106,0
923477380026396672,4,0
258617217,45,0
4908926113,27,0
1096221159878811648,69,0
306351162,9,0
26878127,2,0
84136842,19,0
921381466260480001,141,0
28271811,2,0
919857518960095232,79,0
773224756971577344,4,0
28757610,48,0
703563386261540864,10,0
1102730501163384832,4,0
19042040,2,0
19465673,67,0
30449971,67,0
1027955700683730945,4,0
989547161519034368,146,0
4352986119,138,0
487420169,2,0
858891980251836416,9,0
1197358687528083456,2,0
40649669,59,0
379535010,2,0
2873973494,84,0
501001069,19,0
2390159292,2,0
